Id,SalePrice
1461,121712.35066492192
1462,147689.57388423927
1463,177612.8549883511
1464,172150.40784436092
1465,195383.79016707782
1466,177106.7021898106
1467,160889.24172889607
1468,170220.28916590632
1469,181314.16048591395
1470,126237.10780248066
1471,186764.42183845307
1472,105611.98036233948
1473,113160.78837851754
1474,152081.87163842196
1475,152898.7021814369
1476,312193.99710570293
1477,227324.96354077812
1478,291570.94877119875
1479,290477.2288847692
1480,328779.2646467577
1481,274076.8171324367
1482,205696.4736407571
1483,179188.3403889386
1484,189539.62931028343
1485,180221.01746224024
1486,190207.6202402806
1487,282501.38755243
1488,236455.6573352378
1489,203048.83258302612
1490,190474.79231248246
1491,193008.67149621947
1492,102666.118659426
1493,169454.83174561246
1494,279412.87430114916
1495,279014.6386039383
1496,203601.02142445496
1497,187027.15723353505
1498,172456.25263012422
1499,165422.09563958467
1500,159416.79221760374
1501,172556.27352829
1502,173422.41500072044
1503,250307.75394271722
1504,224401.600037964
1505,200599.1575874918
1506,172576.44934501903
1507,215829.09360516394
1508,189994.29849413477
1509,154622.56058518254
1510,143734.612351395
1511,144243.24964752173
1512,166262.63930361904
1513,155595.62076630723
1514,164165.5706044879
1515,159228.04718421065
1516,149866.87177030215
1517,144557.4713446284
1518,149472.3047589705
1519,215701.35617760895
1520,136593.00673708637
1521,138851.43760522243
1522,152161.15748655793
1523,116637.88490096126
1524,116119.5835860794
1525,121694.45586272856
1526,116331.97268936163
1527,103941.51212454325
1528,121993.82216900792
1529,138439.56858270685
1530,153203.51470739173
1531,136908.72101734855
1532,101039.14340119985
1533,137149.0468840436
1534,114869.36582014548
1535,143973.32807843105
1536,113417.76122316187
1537,80564.52769826404
1538,218858.06211929512
1539,271355.2989917211
1540,155011.40209539337
1541,143961.33973907089
1542,146700.02048313382
1543,203309.3981399771
1544,89909.3432080117
1545,104262.56698285496
1546,114420.81288650635
1547,124979.5966224751
1548,120918.43491062203
1549,100767.85329455997
1550,140646.14662194956
1551,113755.9923299314
1552,154537.1478454494
1553,134722.1676261888
1554,106587.96865509442
1555,165356.29865130107
1556,93169.08390092335
1557,101375.44360539028
1558,95989.49585377144
1559,127759.64092474055
1560,147629.9357051755
1561,148867.0583954882
1562,122708.44065893265
1563,123761.78459036772
1564,150813.81995388522
1565,138626.77332748086
1566,176947.88594968827
1567,88531.9269834284
1568,198448.95876940002
1569,142028.8565198592
1570,118682.77568396136
1571,131793.5258847312
1572,135737.06508871564
1573,208006.74110563815
1574,151110.95905988087
1575,198831.56104808522
1576,195077.5036857234
1577,195805.85498908602
1578,142666.78611038165
1579,141736.4582129072
1580,180659.4397418236
1581,126221.1691713233
1582,126917.28494480229
1583,280833.4625746276
1584,229648.27593843185
1585,135481.31051275574
1586,76467.11935944787
1587,103784.52871512788
1588,139231.5907079101
1589,104759.21207498448
1590,130693.53368938876
1591,106521.5749057477
1592,128900.75939480118
1593,112306.60931969454
1594,167229.66422220212
1595,130741.18288429434
1596,213602.24211111743
1597,181020.45385543988
1598,189676.854769302
1599,195140.78119359078
1600,194027.4697824161
1601,78329.63644343796
1602,107556.25634233735
1603,103076.91366667354
1604,258627.04883978635
1605,247974.28432478048
1606,158134.50531088302
1607,175481.63959415324
1608,205624.9284620408
1609,192346.92235623556
1610,157193.66919301762
1611,137911.80959645708
1612,175423.60758404704
1613,169708.30295493157
1614,126153.39685757906
1615,103390.39338317499
1616,96057.52549358997
1617,110343.89621473414
1618,125097.54797100632
1619,123503.19368855393
1620,183648.83452716377
1621,132976.96511362633
1622,155919.1190315764
1623,252776.87672133173
1624,194006.20459669
1625,121559.18160735983
1626,165825.27493739317
1627,181322.2658166551
1628,264319.80654478096
1629,177506.78303534343
1630,307353.64151000365
1631,209612.66669095107
1632,236508.87817461425
1633,173818.680308477
1634,176820.32256117757
1635,175205.25011510542
1636,152927.50568667107
1637,180800.32484823084
1638,209288.08005410986
1639,171225.94746232382
1640,228855.52448211695
1641,168209.92602513582
1642,216862.15813723864
1643,227492.67363138671
1644,225655.62167805032
1645,183687.1619647443
1646,150275.55630974987
1647,152352.76705416347
1648,134052.8876178733
1649,132426.7835156675
1650,124403.85141221099
1651,120349.64935582488
1652,109946.73541374148
1653,107844.25259284471
1654,161460.93326001594
1655,160048.62316712004
1656,153123.692028681
1657,162833.9435977536
1658,155475.47742706552
1659,156588.70088031547
1660,142274.1041563338
1661,329890.25549360004
1662,317153.1005273068
1663,321246.39150449244
1664,341649.5454471735
1665,295883.61962106347
1666,303458.9867304898
1667,303175.90556118626
1668,297429.33863802033
1669,272634.8288349084
1670,314087.2268686947
1671,232712.83345290433
1672,334695.2579681505
1673,275720.2470040785
1674,244324.94620236548
1675,184343.0067251202
1676,187172.82560120334
1677,202641.21907681104
1678,334820.0170201173
1679,320898.1035260898
1680,305445.06700947316
1681,252841.7079051555
1682,287997.2279986571
1683,187782.42973132659
1684,184733.72654519888
1685,171306.1927664257
1686,180682.72395698185
1687,181533.70425215678
1688,194795.14251302875
1689,190466.8104711643
1690,186234.90542834435
1691,184528.9551505981
1692,270481.1620501211
1693,179004.23888241965
1694,176088.38851216552
1695,169396.68292588583
1696,237776.38923444512
1697,168682.88594009497
