Id,SalePrice
1461,121402.83592393312
1462,147517.0628004396
1463,177558.77972555053
1464,172242.93847301812
1465,195451.90116367527
1466,176993.00257894213
1467,161107.23612142936
1468,170261.26562415727
1469,181597.63805852708
1470,126124.57650118925
1471,187018.8144177176
1472,105005.0530068382
1473,112740.46109779208
1474,151828.1568772445
1475,152906.21672089424
1476,312043.13237782463
1477,227603.14379614728
1478,291479.79920833977
1479,290328.6489062288
1480,328329.39600340585
1481,274180.3958189181
1482,205529.82648711008
1483,179582.07007370004
1484,189330.0386149867
1485,180128.9499584625
1486,190118.32548090332
1487,282117.95902158954
1488,236913.21206204843
1489,203078.66717279982
1490,190115.8050904527
1491,192725.22586500685
1492,102860.07818298641
1493,169771.87087461966
1494,279753.3063880103
1495,279318.21065752086
1496,203779.39795621164
1497,187021.41736306835
1498,172128.9325946849
1499,165495.55204230727
1500,159156.85546264012
1501,172256.83914128065
1502,173439.76490852883
1503,251451.68594926508
1504,224307.16732816113
1505,200684.82836732603
1506,172885.36008993746
1507,215192.77923914808
1508,190405.24388518295
1509,154854.33632529873
1510,143865.44578013616
1511,144146.56304223635
1512,166635.87117948153
1513,156082.62671574813
1514,164603.77677084276
1515,158872.41942747158
1516,149883.37971782772
1517,144269.129376296
1518,149446.8667224435
1519,215448.89983103806
1520,136487.14321015327
1521,138539.31172138354
1522,152233.0278016603
1523,116715.1978892354
1524,115919.79241062241
1525,121741.44663732799
1526,116542.11449384672
1527,103846.24881169191
1528,122143.9480478837
1529,138525.78540608071
1530,153329.90422924023
1531,136790.76187631526
1532,101184.43385011016
1533,137350.60177129193
1534,115028.49524878494
1535,144033.5155831946
1536,113345.71145234167
1537,80630.9259158359
1538,219525.93133343288
1539,271163.9342466079
1540,155163.42721445544
1541,144204.35142835922
1542,146832.21906472306
1543,202917.47453105875
1544,89784.12315474458
1545,104053.67436246568
1546,114550.08775511204
1547,125050.5779846454
1548,121163.40256597934
1549,100554.1968533679
1550,140490.84957258884
1551,113809.35542476378
1552,154520.79831169877
1553,134810.7917658894
1554,106850.48613221612
1555,165371.36041433297
1556,93613.49127765154
1557,101921.44125078517
1558,96206.25311511185
1559,127876.05400653112
1560,147930.43274323142
1561,149393.30982742924
1562,122375.10231863019
1563,123632.53926755177
1564,150697.65679788275
1565,138275.8966252737
1566,177336.55478736493
1567,89223.82990074478
1568,198324.04709842513
1569,142153.73955487006
1570,118544.29254915392
1571,132310.4885720604
1572,135432.46816841658
1573,208030.84616251095
1574,151124.5170767771
1575,199141.72497469225
1576,195055.74157719398
1577,195566.15459618633
1578,142819.15681174074
1579,141651.14769113946
1580,180946.74795220818
1581,126366.07408016802
1582,126839.26929301873
1583,281255.89206616534
1584,229074.24547449994
1585,135533.4154915515
1586,76386.99665036783
